sn,age,sex,cond,trial,repcond,imcat,imnum,loc,resp,corr,rt,imname
 1,25,2,1, 1,1,2,21,4,4,1,1127.69,unknown_female21.jpg
 1,25,2,1, 2,2,1,18,4,4,1,867.79,unknown_male18.jpg
 1,25,2,1, 3,1,1,21,1,1,1,879.91,unknown_male21.jpg
 1,25,2,1, 4,1,1,20,1,1,1,540.00,unknown_male20.jpg
 1,25,2,1, 5,2,1, 6,4,4,1,840.05,unknown_male06.jpg
 1,25,2,1, 6,2,2,24,4,4,1,644.18,unknown_female24.jpg
 1,25,2,1, 7,1,2,14,2,2,1,752.27,unknown_female14.jpg
 1,25,2,1, 8,1,1,17,1,1,1,860.36,unknown_male17.jpg
 1,25,2,1, 9,1,1,14,4,4,1,1056.43,unknown_male14.jpg
 1,25,2,1,10,2,2,17,1,1,1,900.49,unknown_female17.jpg
 1,25,2,1,11,2,1,23,3,3,1,784.50,unknown_male23.jpg
 1,25,2,1,12,1,2, 4,2,2,1,628.69,unknown_female04.jpg
 1,25,2,1,13,1,1,16,3,3,1,528.79,unknown_male16.jpg
 1,25,2,1,14,1,1, 9,2,2,1,628.87,unknown_male09.jpg
 1,25,2,1,15,2,1, 5,4,4,1,552.95,unknown_male05.jpg
 1,25,2,1,16,2,2, 8,4,4,1,452.98,unknown_female08.jpg
 1,25,2,1,17,1,1, 1,2,2,1,873.13,unknown_male01.jpg
 1,25,2,1,18,2,1,24,1,1,1,1677.18,unknown_male24.jpg
 1,25,2,1,19,2,2,10,2,2,1,857.30,unknown_female10.jpg
 1,25,2,1,20,1,2,23,1,1,1,549.36,unknown_female23.jpg
 1,25,2,1,21,1,2,19,4,4,1,673.49,unknown_female19.jpg
 1,25,2,1,22,1,1,13,3,3,1,437.57,unknown_male13.jpg
 1,25,2,1,23,1,2,12,2,2,1,521.65,unknown_female12.jpg
 1,25,2,1,24,1,2,18,4,4,1,525.74,unknown_female18.jpg
 1,25,2,1,25,2,2,13,3,3,1,809.79,unknown_female13.jpg
 1,25,2,1,26,2,2,15,3,3,1,493.92,unknown_female15.jpg
 1,25,2,1,27,2,1, 8,2,2,1,834.01,unknown_male08.jpg
 1,25,2,1,28,1,2,16,3,3,1,1086.10,unknown_female16.jpg
 1,25,2,1,29,2,2,20,1,1,1,818.13,unknown_female20.jpg
 1,25,2,1,30,2,1, 2,2,2,1,918.25,unknown_male02.jpg
 1,25,2,1,31,2,2, 9,3,3,1,562.35,unknown_female09.jpg
 1,25,2,1,32,2,2, 2,4,4,1,686.38,unknown_female02.jpg
 1,25,2,1,33,1,1, 4,3,3,1,506.53,unknown_male04.jpg
 1,25,2,1,34,1,1,15,4,4,1,630.62,unknown_male15.jpg
 1,25,2,1,35,1,2,22,3,3,1,418.71,unknown_female22.jpg
 1,25,2,1,36,1,1,12,2,2,1,534.78,unknown_male12.jpg
 1,25,2,1,37,2,2, 3,2,2,1,554.88,unknown_female03.jpg
 1,25,2,1,38,1,2, 5,1,1,1,702.97,unknown_female05.jpg
 1,25,2,1,39,2,1, 3,1,1,1,411.05,unknown_male03.jpg
 1,25,2,1,40,2,1,10,3,3,1,599.11,unknown_male10.jpg
 1,25,2,1,41,2,1, 7,2,2,1,1683.24,unknown_male07.jpg
 1,25,2,1,42,1,2, 6,3,3,1,999.32,unknown_female06.jpg
 1,25,2,1,43,2,1,19,3,3,1,507.41,unknown_male19.jpg
 1,25,2,1,44,2,1,11,1,1,1,503.49,unknown_male11.jpg
 1,25,2,1,45,1,2, 1,1,1,1,363.57,unknown_female01.jpg
 1,25,2,1,46,2,2,11,1,1,1,671.67,unknown_female11.jpg
 1,25,2,1,47,1,1,22,4,4,1,891.75,unknown_male22.jpg
 1,25,2,1,48,2,2, 7,2,2,1,687.84,unknown_female07.jpg
 2,25,1,2, 1,2,1,21,1,1,1,1053.59,famous_male21.jpg
 2,25,1,2, 2,1,1,22,1,1,1,57.73,famous_male22.jpg
 2,25,1,2, 3,1,2, 5,3,3,1,717.83,famous_female05.jpg
 2,25,1,2, 4,2,2,23,3,3,1,745.88,famous_female23.jpg
 2,25,1,2, 5,1,1,19,4,4,1,573.93,famous_male19.jpg
 2,25,1,2, 6,1,2,18,2,2,1,770.08,famous_female18.jpg
 2,25,1,2, 7,1,2, 8,4,4,1,998.17,famous_female08.jpg
 2,25,1,2, 8,1,1, 7,3,3,1,946.26,famous_male07.jpg
 2,25,1,2, 9,2,1, 8,3,3,1,830.32,famous_male08.jpg
 2,25,1,2,10,1,2,24,1,1,1,714.43,famous_female24.jpg
 2,25,1,2,11,2,1,20,4,4,1,886.52,famous_male20.jpg
 2,25,1,2,12,2,2,15,2,2,1,714.55,famous_female15.jpg
 2,25,1,2,13,2,2,12,4,4,1,1022.69,famous_female12.jpg
 2,25,1,2,14,2,2, 7,4,4,1,1026.79,famous_female07.jpg
 2,25,1,2,15,1,2,14,2,2,1,718.87,famous_female14.jpg
 2,25,1,2,16,2,2,19,1,1,1,706.97,famous_female19.jpg
 2,25,1,2,17,2,2,17,4,4,1,703.05,famous_female17.jpg
 2,25,1,2,18,2,2, 4,2,2,1,931.13,famous_female04.jpg
 2,25,1,2,19,1,1, 4,4,4,1,895.22,famous_male04.jpg
 2,25,1,2,20,1,2,22,2,2,1,987.31,famous_female22.jpg
 2,25,1,2,21,2,1, 2,1,1,1,615.40,famous_male02.jpg
 2,25,1,2,22,1,1,23,2,2,1,715.49,famous_male23.jpg
 2,25,1,2,23,1,1,16,3,3,1,775.54,famous_male16.jpg
 2,25,1,2,24,1,2, 3,4,4,1,747.67,famous_female03.jpg
 2,25,1,2,25,2,2, 1,2,2,1,1231.77,famous_female01.jpg
 2,25,1,2,26,1,2,13,1,1,1,707.86,famous_female13.jpg
 2,25,1,2,27,1,1, 5,2,2,1,703.91,famous_male05.jpg
 2,25,1,2,28,2,1, 1,2,2,1,932.00,famous_male01.jpg
 2,25,1,2,29,2,1,17,2,2,1,880.08,famous_male17.jpg
 2,25,1,2,30,2,1,13,3,3,1,548.15,famous_male13.jpg
 2,25,1,2,31,2,2,16,3,3,1,1256.30,famous_female16.jpg
 2,25,1,2,32,2,2, 2,1,1,1,1244.38,famous_female02.jpg
 2,25,1,2,33,2,1,10,2,2,1,1024.46,famous_male10.jpg
 2,25,1,2,34,2,1, 6,4,4,1,668.53,famous_male06.jpg
 2,25,1,2,35,2,1,14,4,4,1,1016.64,famous_male14.jpg
 2,25,1,2,36,1,2,11,3,3,1,1092.70,famous_female11.jpg
 2,25,1,2,37,2,1,12,1,1,1,528.76,famous_male12.jpg
 2,25,1,2,38,1,2,21,1,1,1,932.88,famous_female21.jpg
 2,25,1,2,39,1,2, 6,4,4,1,856.97,famous_female06.jpg
 2,25,1,2,40,1,1,18,4,4,1,725.06,famous_male18.jpg
 2,25,1,2,41,2,1, 3,3,3,1,793.14,famous_male03.jpg
 2,25,1,2,42,1,1,11,2,2,1,541.24,famous_male11.jpg
 2,25,1,2,43,1,1,15,1,1,1,633.26,famous_male15.jpg
 2,25,1,2,44,1,1,24,3,3,1,1253.38,famous_male24.jpg
 2,25,1,2,45,1,2,20,3,3,1,801.48,famous_female20.jpg
 2,25,1,2,46,2,2, 9,3,3,1,1109.58,famous_female09.jpg
 2,25,1,2,47,2,2,10,1,1,1,817.69,famous_female10.jpg
 2,25,1,2,48,1,1, 9,1,1,1,1109.76,famous_male09.jpg
 3,24,2,1, 1,2,1,16,2,2,1,633.80,unknown_male16.jpg
 3,24,2,1, 2,1,2,19,2,2,1,989.92,unknown_female19.jpg
 3,24,2,1, 3,2,2,21,3,3,1,2290.02,unknown_female21.jpg
 3,24,2,1, 4,1,2,13,3,3,1,982.04,unknown_female13.jpg
 3,24,2,1, 5,1,1,18,1,1,1,2826.20,unknown_male18.jpg
 3,24,2,1, 6,1,1,11,3,3,1,630.28,unknown_male11.jpg
 3,24,2,1, 7,1,2,15,1,1,1,522.37,unknown_female15.jpg
 3,24,2,1, 8,2,1, 2,2,2,1,550.42,unknown_male02.jpg
 3,24,2,1, 9,2,2,10,3,3,1,618.54,unknown_female10.jpg
 3,24,2,1,10,1,1,24,2,2,1,654.63,unknown_male24.jpg
 3,24,2,1,11,1,2,16,4,4,1,394.71,unknown_female16.jpg
 3,24,2,1,12,1,1,21,2,2,1,518.74,unknown_male21.jpg
 3,24,2,1,13,2,1, 3,1,1,1,562.90,unknown_male03.jpg
 3,24,2,1,14,2,1,15,1,1,1,542.98,unknown_male15.jpg
 3,24,2,1,15,2,2, 1,1,1,1,619.04,unknown_female01.jpg
 3,24,2,1,16,2,2, 8,2,2,1,575.12,unknown_female08.jpg
 3,24,2,1,17,2,2, 6,3,3,1,651.17,unknown_female06.jpg
 3,24,2,1,18,2,2, 2,4,4,1,711.28,unknown_female02.jpg
 3,24,2,1,19,1,1,17,4,4,1,467.44,unknown_male17.jpg
 3,24,2,1,20,1,2, 5,1,1,1,743.51,unknown_female05.jpg
 3,24,2,1,21,1,2, 7,4,4,1,539.59,unknown_female07.jpg
 3,24,2,1,22,1,1,19,1,1,1,511.68,unknown_male19.jpg
 3,24,2,1,23,2,1,22,3,3,1,683.76,unknown_male22.jpg
 3,24,2,1,24,2,1,13,1,1,1,575.82,unknown_male13.jpg
 3,24,2,1,25,1,2,20,1,1,1,475.95,unknown_female20.jpg
 3,24,2,1,26,1,2,11,3,3,1,624.03,unknown_female11.jpg
 3,24,2,1,27,2,1, 1,4,4,1,612.12,unknown_male01.jpg
 3,24,2,1,28,2,2,22,1,1,1,720.21,unknown_female22.jpg
 3,24,2,1,29,2,1,23,4,4,1,892.27,unknown_male23.jpg
 3,24,2,1,30,1,1,14,3,3,1,544.34,unknown_male14.jpg
 3,24,2,1,31,2,1, 8,4,4,1,540.48,unknown_male08.jpg
 3,24,2,1,32,1,2, 3,3,3,1,504.55,unknown_female03.jpg
 3,24,2,1,33,2,2,14,4,4,1,508.64,unknown_female14.jpg
 3,24,2,1,34,1,1, 4,1,1,1,648.69,unknown_male04.jpg
 3,24,2,1,35,2,1,20,3,3,1,660.81,unknown_male20.jpg
 3,24,2,1,36,1,2, 9,2,2,1,528.90,unknown_female09.jpg
 3,24,2,1,37,2,2,18,2,2,1,436.99,unknown_female18.jpg
 3,24,2,1,38,1,1, 6,4,4,1,681.08,unknown_male06.jpg
 3,24,2,1,39,1,1, 9,4,4,1,645.16,unknown_male09.jpg
 3,24,2,1,40,1,1,12,2,2,1,665.26,unknown_male12.jpg
 3,24,2,1,41,2,1, 5,3,3,1,613.35,unknown_male05.jpg
 3,24,2,1,42,1,2,12,4,4,1,1145.42,unknown_female12.jpg
 3,24,2,1,43,2,2,17,4,4,1,997.48,unknown_female17.jpg
 3,24,2,1,44,2,2, 4,2,2,1,689.61,unknown_female04.jpg
 3,24,2,1,45,1,1, 7,3,3,1,517.57,unknown_male07.jpg
 3,24,2,1,46,2,2,24,1,1,1,649.78,unknown_female24.jpg
 3,24,2,1,47,1,2,23,2,2,1,509.86,unknown_female23.jpg
 3,24,2,1,48,2,1,10,2,2,1,521.95,unknown_male10.jpg
 4,23,2,2, 1,1,1, 7,4,4,1,784.17,famous_male07.jpg
 4,23,2,2, 2,2,1,12,3,3,1,1540.30,famous_male12.jpg
 4,23,2,2, 3,2,1, 4,4,4,1,1880.42,famous_male04.jpg
 4,23,2,2, 4,2,1, 3,1,1,1,1444.46,famous_male03.jpg
 4,23,2,2, 5,1,1,11,4,4,1,1432.58,famous_male11.jpg
 4,23,2,2, 6,1,2, 4,2,2,1,1500.67,famous_female04.jpg
 4,23,2,2, 7,1,1,17,3,3,1,1616.75,famous_male17.jpg
 4,23,2,2, 8,2,2,10,1,1,1,1676.84,famous_female10.jpg
 4,23,2,2, 9,2,1,10,3,3,1,1952.93,famous_male10.jpg
 4,23,2,2,10,1,2,20,1,1,1,1604.96,famous_female20.jpg
 4,23,2,2,11,1,2, 9,2,2,1,1193.10,famous_female09.jpg
 4,23,2,2,12,1,2,18,4,4,1,1205.17,famous_female18.jpg
 4,23,2,2,13,1,2, 7,1,1,1,1433.27,famous_female07.jpg
 4,23,2,2,14,2,2, 1,4,4,1,2461.33,famous_female01.jpg
 4,23,2,2,15,2,2,19,4,4,1,2177.45,famous_female19.jpg
 4,23,2,2,16,1,1,20,4,4,1,1997.54,famous_male20.jpg
 4,23,2,2,17,2,1,14,4,4,1,2041.62,famous_male14.jpg
 4,23,2,2,18,1,2,14,2,2,1,1973.72,famous_female14.jpg
 4,23,2,2,19,2,2,23,4,4,1,1809.83,famous_female23.jpg
 4,23,2,2,20,1,2, 5,4,4,1,1749.82,famous_female05.jpg
 4,23,2,2,21,2,2,12,3,3,1,1545.98,famous_female12.jpg
 4,23,2,2,22,2,2, 6,2,2,1,1270.02,famous_female06.jpg
 4,23,2,2,23,2,2,13,2,2,1,2586.13,famous_female13.jpg
 4,23,2,2,24,2,1, 2,2,2,1,902.23,famous_male02.jpg
 4,23,2,2,25,1,2, 2,3,3,1,1218.26,famous_female02.jpg
 4,23,2,2,26,1,1,13,1,1,1,1190.41,famous_male13.jpg
 4,23,2,2,27,2,1,21,1,1,1,1602.50,famous_male21.jpg
 4,23,2,2,28,2,1,23,2,2,1,1878.59,famous_male23.jpg
 4,23,2,2,29,2,1, 8,1,1,1,850.68,famous_male08.jpg
 4,23,2,2,30,2,1,22,4,4,1,1150.76,famous_male22.jpg
 4,23,2,2,31,1,1,24,3,3,1,1482.85,famous_male24.jpg
 4,23,2,2,32,1,1, 5,1,1,1,1014.95,famous_male05.jpg
 4,23,2,2,33,1,2,21,3,3,1,1603.04,famous_female21.jpg
 4,23,2,2,34,2,1,18,3,3,1,1111.05,famous_male18.jpg
 4,23,2,2,35,1,2,24,3,3,1,1459.20,famous_female24.jpg
 4,23,2,2,36,1,1,16,1,1,1,1039.29,famous_male16.jpg
 4,23,2,2,37,1,1, 9,3,3,1,1067.37,famous_male09.jpg
 4,23,2,2,38,1,2,22,1,1,1,1151.48,famous_female22.jpg
 4,23,2,2,39,1,1, 6,2,2,1,1595.51,famous_male06.jpg
 4,23,2,2,40,2,2,17,3,3,1,1023.60,famous_female17.jpg
 4,23,2,2,41,1,1, 1,2,2,1,1283.75,famous_male01.jpg
 4,23,2,2,42,2,2,11,1,1,1,2383.84,famous_female11.jpg
 4,23,2,2,43,2,1,15,2,2,1,859.88,famous_male15.jpg
 4,23,2,2,44,2,2,15,3,3,1,1279.98,famous_female15.jpg
 4,23,2,2,45,2,2, 8,1,1,1,1364.07,famous_female08.jpg
 4,23,2,2,46,2,2, 3,2,2,1,1056.17,famous_female03.jpg
 4,23,2,2,47,1,1,19,2,2,1,1060.25,famous_male19.jpg
 4,23,2,2,48,1,2,16,4,4,1,992.33,famous_female16.jpg
 5,23,1,1, 1,1,2,22,4,4,1,1427.05,unknown_female22.jpg
 5,23,1,1, 2,2,2,16,4,4,1,727.20,unknown_female16.jpg
 5,23,1,1, 3,1,1, 5,4,4,1,1123.29,unknown_male05.jpg
 5,23,1,1, 4,2,2,24,1,1,1,479.34,unknown_female24.jpg
 5,23,1,1, 5,2,1, 6,4,4,1,1315.48,unknown_male06.jpg
 5,23,1,1, 6,1,1, 2,4,4,1,895.55,unknown_male02.jpg
 5,23,1,1, 7,1,2, 5,3,3,1,955.64,unknown_female05.jpg
 5,23,1,1, 8,2,2, 7,3,3,1,759.72,unknown_female07.jpg
 5,23,1,1, 9,1,2,23,3,3,1,651.81,unknown_female23.jpg
 5,23,1,1,10,1,2, 3,1,1,1,623.92,unknown_female03.jpg
 5,23,1,1,11,1,2,19,4,4,1,1139.99,unknown_female19.jpg
 5,23,1,1,12,2,2,10,1,1,1,744.07,unknown_female10.jpg
 5,23,1,1,13,1,2,13,2,2,1,804.16,unknown_female13.jpg
 5,23,1,1,14,2,1,14,2,2,1,696.25,unknown_male14.jpg
 5,23,1,1,15,1,1,17,4,4,1,1084.30,unknown_male17.jpg
 5,23,1,1,16,2,2,17,4,4,1,920.42,unknown_female17.jpg
 5,23,1,1,17,1,1, 3,2,2,1,556.53,unknown_male03.jpg
 5,23,1,1,18,1,2, 2,1,1,1,648.61,unknown_female02.jpg
 5,23,1,1,19,1,2,21,4,4,1,868.69,unknown_female21.jpg
 5,23,1,1,20,2,1,10,2,2,1,848.77,unknown_male10.jpg
 5,23,1,1,21,2,2,11,1,1,1,572.86,unknown_female11.jpg
 5,23,1,1,22,1,1,20,1,1,1,688.95,unknown_male20.jpg
 5,23,1,1,23,1,2, 8,2,2,1,661.04,unknown_female08.jpg
 5,23,1,1,24,2,2,12,2,2,1,537.09,unknown_female12.jpg
 5,23,1,1,25,1,1,19,2,2,1,437.21,unknown_male19.jpg
 5,23,1,1,26,2,2, 4,3,3,1,761.29,unknown_female04.jpg
 5,23,1,1,27,2,1,22,4,4,1,1045.39,unknown_male22.jpg
 5,23,1,1,28,2,2, 6,2,2,1,641.47,unknown_female06.jpg
 5,23,1,1,29,1,2,20,3,3,1,949.56,unknown_female20.jpg
 5,23,1,1,30,1,2, 1,2,2,1,849.66,unknown_female01.jpg
 5,23,1,1,31,2,2,15,2,2,1,493.74,unknown_female15.jpg
 5,23,1,1,32,1,1,15,3,3,1,953.85,unknown_male15.jpg
 5,23,1,1,33,1,1,23,1,1,1,469.91,unknown_male23.jpg
 5,23,1,1,34,2,1, 8,3,3,1,1001.94,unknown_male08.jpg
 5,23,1,1,35,1,2, 9,1,1,1,574.08,unknown_female09.jpg
 5,23,1,1,36,2,1,12,1,1,1,698.17,unknown_male12.jpg
 5,23,1,1,37,2,1, 1,1,1,1,542.20,unknown_male01.jpg
 5,23,1,1,38,2,1,18,2,2,1,506.35,unknown_male18.jpg
 5,23,1,1,39,1,1,11,2,2,1,430.43,unknown_male11.jpg
 5,23,1,1,40,1,1, 9,3,2,2,458.52,unknown_male09.jpg
 5,23,1,1,41,2,2,14,3,3,1,1030.61,unknown_female14.jpg
 5,23,1,1,42,2,1,24,4,4,1,786.65,unknown_male24.jpg
 5,23,1,1,43,1,1,21,1,1,1,446.79,unknown_male21.jpg
 5,23,1,1,44,2,1, 4,1,1,1,826.87,unknown_male04.jpg
 5,23,1,1,45,2,2,18,4,4,1,950.85,unknown_female18.jpg
 5,23,1,1,46,2,1,16,3,3,1,851.07,unknown_male16.jpg
 5,23,1,1,47,1,1, 7,3,3,1,855.13,unknown_male07.jpg
 5,23,1,1,48,2,1,13,3,3,1,851.22,unknown_male13.jpg
 6,24,1,2, 1,1,1,23,3,3,1,1280.60,famous_male23.jpg
 6,24,1,2, 2,1,2,24,4,4,1,996.72,famous_female24.jpg
 6,24,1,2, 3,2,2,19,2,2,1,1232.80,famous_female19.jpg
 6,24,1,2, 4,2,1, 4,2,2,1,876.86,famous_male04.jpg
 6,24,1,2, 5,1,1, 1,3,3,1,760.98,famous_male01.jpg
 6,24,1,2, 6,2,1,22,3,3,1,661.06,famous_male22.jpg
 6,24,1,2, 7,1,1,15,4,4,1,857.15,famous_male15.jpg
 6,24,1,2, 8,2,1, 5,1,1,1,773.23,famous_male05.jpg
 6,24,1,2, 9,1,1,11,2,2,1,713.28,famous_male11.jpg
 6,24,1,2,10,1,2, 4,1,1,1,733.40,famous_female04.jpg
 6,24,1,2,11,2,2, 7,1,1,1,689.50,famous_female07.jpg
 6,24,1,2,12,1,1,12,2,2,1,597.54,famous_male12.jpg
 6,24,1,2,13,1,2, 9,3,3,1,713.66,famous_female09.jpg
 6,24,1,2,14,1,2,11,4,4,1,701.75,famous_female11.jpg
 6,24,1,2,15,1,2,10,3,3,1,609.86,famous_female10.jpg
 6,24,1,2,16,2,2,14,3,3,1,741.93,famous_female14.jpg
 6,24,1,2,17,2,2,17,1,1,1,954.06,famous_female17.jpg
 6,24,1,2,18,2,1,17,3,3,1,670.10,famous_male17.jpg
 6,24,1,2,19,2,2,20,4,4,1,674.13,famous_female20.jpg
 6,24,1,2,20,1,1, 6,2,2,1,598.29,famous_male06.jpg
 6,24,1,2,21,2,2, 5,1,1,1,634.37,famous_female05.jpg
 6,24,1,2,22,2,2, 6,2,2,1,846.45,famous_female06.jpg
 6,24,1,2,23,1,2, 1,2,2,1,474.55,famous_female01.jpg
 6,24,1,2,24,2,2,16,3,3,1,846.62,famous_female16.jpg
 6,24,1,2,25,2,1,21,1,1,1,762.73,famous_male21.jpg
 6,24,1,2,26,1,2,21,2,2,1,502.80,famous_female21.jpg
 6,24,1,2,27,1,2,23,1,1,1,530.90,famous_female23.jpg
 6,24,1,2,28,2,1,20,4,4,1,750.98,famous_male20.jpg
 6,24,1,2,29,2,1, 9,2,2,1,547.08,famous_male09.jpg
 6,24,1,2,30,2,1,10,4,4,1,615.16,famous_male10.jpg
 6,24,1,2,31,1,1, 7,3,3,1,619.24,famous_male07.jpg
 6,24,1,2,32,2,2, 2,2,2,1,431.30,famous_female02.jpg
 6,24,1,2,33,2,2,18,3,3,1,459.42,famous_female18.jpg
 6,24,1,2,34,2,2, 3,4,4,1,615.52,famous_female03.jpg
 6,24,1,2,35,1,1, 8,1,1,1,643.59,famous_male08.jpg
 6,24,1,2,36,2,2, 8,4,4,1,767.61,famous_female08.jpg
 6,24,1,2,37,1,2,12,4,4,1,627.74,famous_female12.jpg
 6,24,1,2,38,2,1,18,1,1,1,903.79,famous_male18.jpg
 6,24,1,2,39,2,1,19,4,4,1,747.94,famous_male19.jpg
 6,24,1,2,40,1,2,15,1,1,1,448.03,famous_female15.jpg
 6,24,1,2,41,1,1,14,4,4,1,452.12,famous_male14.jpg
 6,24,1,2,42,2,1,16,2,2,1,592.20,famous_male16.jpg
 6,24,1,2,43,1,1, 2,1,1,1,452.28,famous_male02.jpg
 6,24,1,2,44,2,1,24,3,3,1,816.38,famous_male24.jpg
 6,24,1,2,45,1,2,13,2,2,1,708.43,famous_female13.jpg
 6,24,1,2,46,1,1, 3,4,4,1,536.54,famous_male03.jpg
