SID,Familiarity,Trial,Repetition,AscLoc,SrcResp,Corr,RT,Confident,ImgName
4,1,10,1,4,4,1,6004.65,2,famous_female05.jpg
4,1,11,2,1,1,1,1172.73,4,famous_female11.jpg
4,1,12,2,3,3,1,2851.15,3,famous_male12.jpg
4,1,13,2,4,4,1,3223.76,3,famous_female01.jpg
4,1,14,2,2,4,0,9505.61,1,famous_male23.jpg
4,1,15,1,2,2,1,2393.76,4,famous_female04.jpg
4,1,16,2,1,1,1,1419.59,4,famous_female08.jpg
4,1,17,2,2,2,1,1527.06,4,famous_female06.jpg
4,1,18,1,1,1,1,1196.48,4,famous_female20.jpg
4,1,19,1,4,4,1,3327.1,4,famous_female18.jpg
4,1,20,2,2,2,1,1129.55,4,famous_female13.jpg
4,1,21,1,2,4,0,3589.24,1,famous_male06.jpg
4,1,22,2,4,4,1,3549.97,3,famous_female23.jpg
4,1,23,1,1,3,0,3785.3,2,famous_male05.jpg
4,1,24,1,1,1,1,3640.3,2,famous_male16.jpg
4,1,25,2,4,2,0,7640.34,1,famous_male04.jpg
4,1,26,1,3,1,0,3514.21,1,famous_female02.jpg
4,1,27,2,3,3,1,4076.44,3,famous_female15.jpg
4,1,28,2,1,3,0,5223.57,2,famous_male21.jpg
4,1,29,2,3,3,1,2080.24,4,famous_female12.jpg
4,1,30,1,2,2,1,1404.48,4,famous_male01.jpg
4,1,31,1,4,4,1,1398.69,4,famous_female16.jpg
4,1,32,2,3,2,0,7649.59,1,famous_male10.jpg
4,1,33,1,2,2,1,2898.74,4,famous_female09.jpg
4,1,34,2,1,1,1,2610.24,4,famous_female10.jpg
4,1,35,1,3,3,1,5772.29,1,famous_male17.jpg
4,1,36,2,2,2,1,1067.47,4,famous_female03.jpg
4,1,37,1,2,2,1,2499.38,4,famous_female14.jpg
4,1,38,2,1,1,1,1792.86,2,famous_male08.jpg
4,1,39,2,1,1,1,3117.87,3,famous_male03.jpg
4,1,40,2,4,1,0,6889.37,1,famous_male22.jpg
4,1,41,1,3,4,0,4555.15,2,famous_male09.jpg
4,1,42,2,4,4,1,2091.96,3,famous_male14.jpg
4,1,43,1,3,2,0,3304.72,2,famous_male24.jpg
4,1,44,1,4,2,0,2011.87,4,famous_male11.jpg
4,1,45,2,2,2,1,3035.55,3,famous_male15.jpg
4,1,46,1,3,3,1,6462.76,1,famous_female21.jpg
4,1,47,1,1,1,1,2709.84,4,famous_female22.jpg
4,1,48,1,4,4,1,885.03,4,famous_male20.jpg
5,2,1,1,1,1,1,5512.38,2,unknown_female02.jpg
5,2,2,1,4,4,1,9878.43,2,unknown_male05.jpg
5,2,3,2,1,2,0,6838.69,1,unknown_female11.jpg
5,2,4,2,2,3,0,2353.77,2,unknown_female12.jpg
5,2,5,1,4,3,0,8226.97,2,unknown_female22.jpg
5,2,6,2,4,2,0,3935.25,1,unknown_male06.jpg
5,2,7,2,2,2,1,1298.48,4,unknown_male14.jpg
5,2,8,1,2,1,0,8318.42,3,unknown_female08.jpg
5,2,9,1,3,1,0,1332.39,3,unknown_female23.jpg
5,2,10,2,3,3,1,5625.43,2,unknown_female14.jpg
5,2,11,1,2,3,0,2681.3,3,unknown_male19.jpg
5,2,12,2,4,1,0,4314.42,1,unknown_male24.jpg
5,2,13,2,2,1,0,3394.36,1,unknown_female06.jpg
5,2,14,1,2,3,0,1527.3,3,unknown_male03.jpg
5,2,15,1,3,3,1,1288.84,3,unknown_female05.jpg
5,2,16,2,3,2,0,3580.09,1,unknown_male13.jpg
5,2,17,1,4,4,1,1288.72,4,unknown_male17.jpg
5,2,18,1,2,3,0,6549.42,2,unknown_female13.jpg
5,2,19,2,1,1,1,1773.5,4,unknown_female10.jpg
5,2,20,2,1,1,1,2072.67,4,unknown_male04.jpg
5,2,21,1,2,1,0,1058.37,4,unknown_female01.jpg
5,2,22,2,4,3,0,4678.8,1,unknown_female16.jpg
5,2,23,2,1,2,0,4422.27,1,unknown_male01.jpg
5,2,24,2,4,2,0,1673.58,2,unknown_male22.jpg
5,2,25,1,3,2,0,1761.99,3,unknown_male07.jpg
5,2,26,2,2,2,1,3850.44,1,unknown_male10.jpg
5,2,27,2,1,1,1,2245.05,1,unknown_male12.jpg
5,2,28,1,1,1,1,2136.5,1,unknown_female03.jpg
5,2,29,2,3,2,0,5360.57,1,unknown_female04.jpg
5,2,30,2,3,1,0,3337.55,1,unknown_male08.jpg
5,2,31,1,4,2,0,2872.61,2,unknown_female21.jpg
5,2,32,2,3,1,0,2936.11,1,unknown_female07.jpg
5,2,33,1,1,3,0,2110.46,2,unknown_female09.jpg
5,2,34,1,1,3,0,4390.03,2,unknown_male23.jpg
5,2,35,2,2,3,0,5180.09,2,unknown_female15.jpg
5,2,36,1,2,2,1,2783.19,1,unknown_male11.jpg
5,2,37,2,2,1,0,7191.07,1,unknown_male18.jpg
5,2,38,1,4,4,1,2460.27,3,unknown_female19.jpg
5,2,39,2,1,1,1,2011.15,2,unknown_female24.jpg
5,2,40,2,4,1,0,3530.11,2,unknown_female17.jpg
5,2,41,1,1,2,0,4414.58,2,unknown_male20.jpg
5,2,42,1,3,2,0,9855.16,2,unknown_male09.jpg
5,2,43,2,4,1,0,3883.73,2,unknown_female18.jpg
5,2,44,1,3,1,0,2453.75,3,unknown_male15.jpg
5,2,45,2,3,1,0,4041.06,2,unknown_male16.jpg
5,2,46,1,4,1,0,1828.46,1,unknown_male02.jpg
5,2,47,1,3,4,0,3794.05,3,unknown_female20.jpg
5,2,48,1,1,1,1,3166.23,2,unknown_male21.jpg
6,1,1,1,1,2,0,7696.43,3,famous_female15.jpg
6,1,2,2,3,1,0,3455.81,1,famous_male22.jpg
6,1,3,2,1,1,1,1114.15,4,famous_female05.jpg
6,1,4,2,3,4,0,3643.24,3,famous_male24.jpg
6,1,5,2,2,2,1,2815.29,1,famous_male09.jpg
6,1,6,1,3,1,0,2840.45,3,famous_female10.jpg
6,1,7,2,1,1,1,848.32,4,famous_male18.jpg
6,1,8,2,3,3,1,1986.97,4,famous_female16.jpg
6,1,9,2,4,4,1,2220.56,1,famous_male20.jpg
6,1,10,1,2,4,0,3533.24,2,famous_male06.jpg
6,1,11,2,2,2,1,896.75,4,famous_male16.jpg
6,1,12,2,1,3,0,2631.96,3,famous_male21.jpg
6,1,13,2,1,1,1,2568.77,4,famous_male05.jpg
6,1,14,1,4,4,1,884.41,4,famous_male03.jpg
6,1,15,1,3,1,0,1493.79,4,famous_female09.jpg
6,1,16,1,3,2,0,1631.92,1,famous_male07.jpg
6,1,17,2,4,3,0,2652.4,2,famous_male10.jpg
6,1,18,2,2,2,1,1471.73,3,famous_female06.jpg
6,1,19,1,2,2,1,1764.99,4,famous_female01.jpg
6,1,20,2,4,4,1,855.22,4,famous_male19.jpg
6,1,21,2,2,2,1,906.58,4,famous_female19.jpg
6,1,22,1,3,3,1,2387.16,3,famous_male23.jpg
6,1,23,2,4,4,1,2031.95,4,famous_female08.jpg
6,1,24,1,1,4,0,1115.95,3,famous_male02.jpg
6,1,25,2,3,3,1,1841.03,4,famous_male17.jpg
6,1,26,2,3,3,1,869.4,4,famous_female14.jpg
6,1,27,1,1,2,0,1506.25,2,famous_female23.jpg
6,1,28,1,2,2,1,3375.89,3,famous_male11.jpg
6,1,29,1,4,2,0,1696.61,3,famous_female11.jpg
6,1,30,1,3,3,1,1430.95,2,famous_male01.jpg
6,1,31,1,2,2,1,2521.22,2,famous_male12.jpg
6,1,32,1,1,2,0,2757.97,2,famous_male13.jpg
6,1,33,2,3,3,1,1421.19,1,famous_female18.jpg
6,1,34,1,4,3,0,1588.6,4,famous_female24.jpg
6,1,35,1,1,2,0,1249.25,2,famous_male08.jpg
6,1,36,1,4,3,0,2068.82,2,famous_female12.jpg
6,1,37,2,4,1,0,2598.64,1,famous_female03.jpg
6,1,38,1,4,4,1,991.95,4,famous_male15.jpg
6,1,39,2,2,1,0,3826.52,2,famous_female02.jpg
6,1,40,2,4,4,1,1284.44,2,famous_female20.jpg
6,1,41,2,1,1,1,984.61,4,famous_female07.jpg
6,1,42,1,2,4,0,1694.41,3,famous_female21.jpg
6,1,43,1,3,3,1,1645.47,4,famous_female22.jpg
6,1,44,1,2,2,1,1804.1,2,famous_female13.jpg
6,1,45,1,1,2,0,1995.88,2,famous_female04.jpg
6,1,46,2,2,4,0,1979.16,1,famous_male04.jpg
6,1,47,1,4,4,1,1814.66,2,famous_male14.jpg
6,1,48,2,1,1,1,945.3,4,famous_female17.jpg
7,2,1,2,4,3,0,5124.07,1,unknown_female05.jpg
7,2,2,2,2,2,1,3814.38,1,unknown_male22.jpg
7,2,3,2,4,4,1,1427.15,4,unknown_male13.jpg
7,2,4,2,1,1,1,6797.93,2,unknown_male24.jpg
7,2,5,1,4,3,0,2522.62,2,unknown_male06.jpg
7,2,6,2,3,1,0,2874.04,1,unknown_female24.jpg
7,2,7,2,3,2,0,2991.2,3,unknown_male11.jpg
7,2,8,1,3,2,0,2823.27,3,unknown_male23.jpg
7,2,9,1,2,1,0,1912.92,1,unknown_male12.jpg
7,2,10,1,3,3,1,2835.25,1,unknown_female12.jpg
7,2,11,2,1,1,1,3016.37,3,unknown_male20.jpg
7,2,12,1,4,2,0,2196.33,1,unknown_male02.jpg
7,2,13,2,4,2,0,3150.71,1,unknown_male05.jpg
7,2,14,2,3,3,1,3526.81,1,unknown_female09.jpg
7,2,15,2,2,2,1,1601.69,2,unknown_male18.jpg
7,2,16,1,3,1,0,2487.3,2,unknown_male07.jpg
7,2,17,2,1,3,0,1219,1,unknown_female23.jpg
7,2,18,2,3,3,1,1299.52,3,unknown_male08.jpg
7,2,19,1,1,1,1,2364.51,1,unknown_female21.jpg
7,2,20,1,2,3,0,1798.05,2,unknown_female18.jpg
7,2,21,1,4,1,0,1540.76,1,unknown_female03.jpg
7,2,22,2,1,1,1,1075.8,3,unknown_female15.jpg
7,2,23,1,1,2,0,1900.48,1,unknown_male16.jpg
7,2,24,1,2,4,0,5605.78,3,unknown_male15.jpg
7,2,25,2,3,4,0,6357.27,2,unknown_female06.jpg
7,2,26,2,2,1,0,3418.38,1,unknown_female02.jpg
7,2,27,1,2,2,1,1914.66,3,unknown_male14.jpg
7,2,28,2,4,2,0,4291.8,3,unknown_female19.jpg
7,2,29,1,4,4,1,1640.17,3,unknown_female14.jpg
7,2,30,1,2,2,1,5486.63,2,unknown_female08.jpg
7,2,31,2,1,3,0,1489.03,1,unknown_female13.jpg
7,2,32,1,1,1,1,1937.16,3,unknown_male09.jpg
7,2,33,1,3,3,1,1260.61,2,unknown_female11.jpg
7,2,34,1,4,2,0,9064.26,1,unknown_female01.jpg
7,2,35,1,1,1,1,1788.44,2,unknown_female22.jpg
7,2,36,1,1,2,0,6055.3,1,unknown_male01.jpg
7,2,37,1,2,3,0,2104.77,1,unknown_female17.jpg
7,2,38,2,2,4,0,1651.5,1,unknown_male21.jpg
7,2,39,1,1,4,0,960.15,1,unknown_female04.jpg
7,2,40,1,3,2,0,1026.15,1,unknown_female20.jpg
7,2,41,2,1,1,1,973.54,1,unknown_male17.jpg
7,2,42,1,3,3,1,1059.94,2,unknown_male04.jpg
7,2,43,2,2,1,0,912.89,1,unknown_female16.jpg
7,2,44,2,2,1,0,2002.93,1,unknown_female07.jpg
7,2,45,2,3,3,1,2001.61,1,unknown_male03.jpg
7,2,46,2,4,2,0,789.14,1,unknown_female10.jpg
7,2,47,2,4,1,0,1232.91,1,unknown_male10.jpg
7,2,48,1,4,2,0,1530.59,2,unknown_male19.jpg
8,1,1,2,3,2,0,3470.41,2,famous_male15.jpg
8,1,2,1,3,3,1,3463.13,2,famous_female05.jpg
8,1,3,2,1,1,1,1770.22,4,famous_male05.jpg
8,1,4,2,1,1,1,1278.6,4,famous_male19.jpg
8,1,5,1,3,3,1,1597.64,4,famous_female24.jpg
8,1,6,2,3,3,1,1201.5,4,famous_female12.jpg
8,1,7,1,2,2,1,1717.44,4,famous_male23.jpg
8,1,8,1,1,1,1,1498.27,4,famous_male18.jpg
8,1,9,2,4,4,1,1439.56,3,famous_female06.jpg
8,1,10,2,3,3,1,1482.12,2,famous_female11.jpg
8,1,11,2,1,1,1,1272.39,4,famous_female02.jpg
8,1,12,2,4,3,0,1890.13,1,famous_male10.jpg
8,1,13,1,1,1,1,1907.93,3,famous_female17.jpg
8,1,14,1,4,4,1,2632.91,1,famous_male17.jpg
8,1,15,2,3,2,0,6899.8,3,famous_male04.jpg
8,1,16,2,2,2,1,2028.08,3,famous_female14.jpg
8,1,17,1,2,3,0,4674.86,2,famous_male12.jpg
8,1,18,2,1,2,0,1674.2,1,famous_female19.jpg
8,1,19,2,3,3,1,998.05,3,famous_male03.jpg
8,1,20,1,2,1,0,2655.98,3,famous_female22.jpg
8,1,21,1,3,3,1,1037.62,2,famous_male06.jpg
8,1,22,2,4,4,1,1104.15,3,famous_female01.jpg
8,1,23,2,4,4,1,1723.98,4,famous_male24.jpg
8,1,24,1,1,2,0,2509.78,3,famous_female09.jpg
8,1,25,1,2,2,1,1800.38,3,famous_female04.jpg
8,1,26,2,2,2,1,943.99,4,famous_male01.jpg
8,1,27,2,2,1,0,2095.87,2,famous_female16.jpg
8,1,28,2,4,4,1,1645.67,2,famous_male02.jpg
8,1,29,2,1,1,1,1799.79,4,famous_male08.jpg
8,1,30,1,2,2,1,1033.52,4,famous_female21.jpg
8,1,31,1,4,4,1,1933.29,3,famous_female20.jpg
8,1,32,1,4,1,0,2149.97,2,famous_male21.jpg
8,1,33,1,2,2,1,2305.36,3,famous_male16.jpg
8,1,34,2,3,2,0,2117.73,1,famous_female10.jpg
8,1,35,2,2,2,1,1685.3,1,famous_male22.jpg
8,1,36,1,3,3,1,955.41,3,famous_female07.jpg
8,1,37,1,4,4,1,1025.31,4,famous_female23.jpg
8,1,38,1,1,1,1,1855.79,2,famous_female15.jpg
8,1,39,1,3,1,0,1999.06,2,famous_male07.jpg
8,1,40,2,2,2,1,1459.18,4,famous_male09.jpg
8,1,41,1,1,3,0,2529.19,2,famous_male14.jpg
8,1,42,1,4,2,0,2282.4,1,famous_male13.jpg
8,1,43,2,4,4,1,2601.14,4,famous_female03.jpg
8,1,44,2,2,2,1,1673.88,2,famous_female18.jpg
8,1,45,1,4,4,1,3858.92,2,famous_female08.jpg
8,1,46,1,3,1,0,3044,1,famous_male20.jpg
8,1,47,2,1,1,1,6222.57,2,famous_female13.jpg
8,1,48,1,1,1,1,2176.71,4,famous_male11.jpg
9,2,1,2,1,1,1,6127.51,1,unknown_female09.jpg
9,2,2,1,1,1,1,2072.02,4,unknown_male12.jpg
9,2,3,2,4,4,1,2401.08,2,unknown_male19.jpg
9,2,4,2,2,2,1,2723.51,2,unknown_female11.jpg
9,2,5,2,2,4,0,2472.14,2,unknown_female05.jpg
9,2,6,2,4,4,1,2258.74,1,unknown_female08.jpg
9,2,7,2,4,4,1,2931.64,3,unknown_male22.jpg
9,2,8,1,2,2,1,1796.41,4,unknown_female07.jpg
9,2,9,1,3,3,1,1513.03,4,unknown_male21.jpg
9,2,10,2,2,4,0,2896.01,1,unknown_male03.jpg
9,2,11,1,4,4,1,1604.07,4,unknown_male16.jpg
9,2,12,2,4,4,1,2295.93,1,unknown_female06.jpg
9,2,13,1,3,3,1,1553.94,4,unknown_male04.jpg
9,2,14,1,1,1,1,1492.09,4,unknown_male17.jpg
9,2,15,2,4,4,1,3434.05,3,unknown_male07.jpg
9,2,16,2,1,2,0,3043.82,3,unknown_female18.jpg
9,2,17,1,1,1,1,1352.83,4,unknown_female24.jpg
9,2,18,2,3,2,0,1619.03,1,unknown_female10.jpg
9,2,19,1,2,2,1,4146.68,2,unknown_male01.jpg
9,2,20,1,3,2,0,5751.18,3,unknown_female17.jpg
9,2,21,1,2,2,1,1671.45,3,unknown_female20.jpg
9,2,22,1,4,2,0,4321.91,4,unknown_female22.jpg
9,2,23,2,1,2,0,1784.93,3,unknown_female12.jpg
9,2,24,1,1,1,1,1562.93,4,unknown_female15.jpg
9,2,25,1,2,2,1,1018.45,4,unknown_male09.jpg
9,2,26,2,3,4,0,1828.75,2,unknown_female14.jpg
9,2,27,2,3,4,0,1069.18,2,unknown_male20.jpg
9,2,28,1,1,1,1,11237.64,3,unknown_male06.jpg
9,2,29,2,4,1,0,1790.06,1,unknown_female04.jpg
9,2,30,1,4,4,1,2491.61,4,unknown_female02.jpg
9,2,31,2,2,4,0,1583.99,1,unknown_male02.jpg
9,2,32,1,3,3,1,2776.4,4,unknown_male13.jpg
9,2,33,1,4,4,1,1841.27,4,unknown_female01.jpg
9,2,34,1,2,2,1,1506.8,4,unknown_female16.jpg
9,2,35,2,1,1,1,1665.45,1,unknown_male18.jpg
9,2,36,2,3,1,0,2627.3,1,unknown_female21.jpg
9,2,37,2,2,1,0,943.45,1,unknown_female23.jpg
9,2,38,1,3,3,1,1197.65,4,unknown_female19.jpg
9,2,39,2,3,1,0,1176.94,1,unknown_male10.jpg
9,2,40,2,1,1,1,900.25,1,unknown_male08.jpg
9,2,41,2,1,1,1,3370.49,4,unknown_male05.jpg
9,2,42,1,4,4,1,5027.56,3,unknown_male14.jpg
9,2,43,1,2,2,1,1575.13,4,unknown_male11.jpg
9,2,44,1,4,4,1,4107.02,4,unknown_male15.jpg
9,2,45,1,1,3,0,2421.46,2,unknown_female13.jpg
9,2,46,2,3,3,1,1878.26,3,unknown_male23.jpg
9,2,47,2,2,4,0,2276.45,4,unknown_male24.jpg
9,2,48,1,3,1,0,2614.13,2,unknown_female03.jpg
10,1,1,2,4,4,1,3049.43,4,famous_male03.jpg
10,1,2,2,3,3,1,1869.65,4,famous_female04.jpg
10,1,3,1,3,3,1,1617.03,4,famous_male18.jpg
10,1,4,1,2,1,0,5183.99,1,famous_female19.jpg
10,1,5,1,4,4,1,1736.25,4,famous_female03.jpg
10,1,6,2,3,2,0,3555.35,4,famous_male19.jpg
10,1,7,2,4,4,1,1342.78,4,famous_male09.jpg
10,1,8,1,1,1,1,1434.72,4,famous_female21.jpg
10,1,9,1,4,4,1,1626.47,4,famous_male13.jpg
10,1,10,2,1,1,1,1272.07,4,famous_male14.jpg
